setup.py,print_function find_packages defaultdict dir_util Distribution DistutilsArgError setuptools.command.build_ext setuptools.command.install distutils.command.clean distutils.sysconfig filecmp subprocess shutil sys os json glob importlib build_caffe2 IS_DARWIN, CMake {importname}`. glob re 
torch/autograd/gradcheck.py,torch istuple torch.testing product warnings 
torch/autograd/anomaly_mode.py,torch torch autograd 
torch/autograd/_functions/tensor.py,reduce torch torch._utils Function 
torch/autograd/_functions/utils.py,reduce 
torch/autograd/_functions/__init__.py,* 
torch/autograd/__init__.py,torch warnings Variable NestedIOFunction gradgradcheck set_grad_enabled set_detect_anomaly profiler 
torch/autograd/variable.py,torch with_metaclass ImperativeEngine 
torch/autograd/grad_mode.py,torch functools 
torch/autograd/profiler.py,itertools torch namedtuple attrgetter json sqlite3 
torch/autograd/function.py,torch _C hooks with_metaclass functools warnings OrderedDict 
torch/extension.h, torch/all.h   torch/python.h  
torch/nn/init.py,division math warnings torch 
torch/nn/grad.py,torch _triple 
torch/nn/modules/pixelshuffle.py,Module F 
torch/nn/modules/batchnorm.py,division torch sync_batch_norm Module Parameter F init 
torch/nn/modules/loss.py,warnings Module F _Reduction 
torch/nn/modules/adaptive.py,namedtuple torch Linear Module log_softmax 
torch/nn/modules/pooling.py,absolute_import division print_function unicode_literals Module _triple F 
torch/nn/modules/fold.py,Module F 
torch/nn/modules/activation.py,warnings torch Linear xavier_uniform_ constant_ xavier_normal_ Parameter Module F 
torch/nn/modules/dropout.py,Module F 
torch/nn/modules/_functions.py,torch Function 
torch/nn/modules/instancenorm.py,_BatchNorm F 
torch/nn/modules/normalization.py,torch numbers Parameter Module _cross_map_lrn2d F init 
torch/nn/modules/transformer.py,torch copy F Module MultiheadAttention ModuleList xavier_uniform_ Dropout Linear LayerNorm 
torch/nn/modules/padding.py,Module _ntuple F 
torch/nn/modules/distance.py,Module F 
torch/nn/modules/upsampling.py,Module F 
torch/nn/modules/utils.py,container_abcs repeat 
torch/nn/modules/flatten.py,Module 
torch/nn/modules/__init__.py,Module Bilinear \ \ \ ParameterDict \ SyncBatchNorm InstanceNorm3d GroupNorm FeatureAlphaDropout \ EmbeddingBag \ PixelShuffle Upsample CosineSimilarity Unfold AdaptiveLogSoftmaxWithLoss \ Flatten 
torch/nn/modules/sparse.py,torch Parameter Module F init 
torch/nn/modules/container.py,warnings OrderedDict container_abcs islice operator torch Module 
torch/nn/modules/conv.py,math torch Parameter F init Module _triple List 
torch/nn/modules/linear.py,math torch Parameter F init Module 
torch/nn/modules/module.py,namedtuple functools itertools torch Parameter hooks nn F 
torch/nn/modules/rnn.py,math torch warnings numbers Module Parameter PackedSequence init _VF rnn 
torch/nn/parallel/distributed.py,contextmanager copy itertools torch torch.cuda.comm dist _get_default_group Module replicate gather parallel_apply _get_device_index 
torch/nn/parallel/_functions.py,warnings torch comm Function _get_device_index 
torch/nn/parallel/scatter_gather.py,torch Gather 
torch/nn/parallel/data_parallel.py,operator torch warnings chain Module gather replicate parallel_apply _get_device_index 
torch/nn/parallel/parallel_apply.py,threading torch _get_device_index ExceptionWrapper 
torch/nn/parallel/__init__.py,parallel_apply replicate data_parallel gather DistributedDataParallel warnings 
torch/nn/parallel/replicate.py,torch comm _get_device_index Parameter torch.jit torch.jit torch.jit torch.jit Broadcast 
torch/nn/_VF.py,torch sys types 
torch/nn/quantized/modules/functional_modules.py,torch ops 
torch/nn/quantized/modules/activation.py,absolute_import division print_function unicode_literals torch torch.nn.quantized.functional 
torch/nn/quantized/modules/utils.py,torch 
torch/nn/quantized/modules/__init__.py,MaxPool2d ReLU6 Conv2d Linear Quantize DeQuantize QFunctional 
torch/nn/quantized/modules/conv.py,absolute_import division print_function unicode_literals torch nn nni nniqat fuse_conv_bn_weights ops _pair _quantize_weight 
torch/nn/quantized/modules/linear.py,unicode_literals torch F401 nn nni Module _quantize_weight 
torch/nn/quantized/dynamic/modules/__init__.py,Linear LSTM 
torch/nn/quantized/dynamic/modules/linear.py,unicode_literals torch NNLinear nnq file: it. default_dynamic_qconfig 
torch/nn/quantized/dynamic/modules/rnn.py,unicode_literals torch nn F401 _VF F401 PackedSequence numbers file: it. default_dynamic_qconfig 
torch/nn/quantized/dynamic/__init__.py,unicode_literals * 
torch/nn/quantized/__init__.py,absolute_import division print_function unicode_literals * 
torch/nn/quantized/functional.py,absolute_import division print_function unicode_literals torch _List _pair qF 
torch/nn/parameter.py,torch OrderedDict 
torch/nn/__init__.py,* Parameter DataParallel init utils 
torch/nn/utils/weight_norm.py,Parameter norm_except_dim 
torch/nn/utils/convert_parameters.py,torch 
torch/nn/utils/__init__.py,rnn clip_grad_value_ remove_weight_norm vector_to_parameters remove_spectral_norm fuse_conv_bn_weights 
torch/nn/utils/clip_grad.py,warnings torch inf 
torch/nn/utils/fusion.py,unicode_literals copy torch 
torch/nn/utils/spectral_norm.py,torch normalize 
torch/nn/utils/rnn.py,namedtuple warnings torch _VF Optional pad_sequence pack_sequence 
torch/nn/functional.py,division warnings math torch _add_docstr _Reduction utils _list_with_default F401 _VF List mul reduce _ntuple 
torch/nn/intrinsic/modules/__init__.py,ConvBn2d ConvBnReLU2d ConvReLU2d LinearReLU 
torch/nn/intrinsic/modules/fused.py,unicode_literals torch BatchNorm2d 
torch/nn/intrinsic/quantized/modules/conv_relu.py,unicode_literals nnq torch.nn.intrinsic torch.nn.intrinsic.qat fuse_conv_bn_weights torch 
torch/nn/intrinsic/quantized/modules/__init__.py,LinearReLU ConvReLU2d 
torch/nn/intrinsic/quantized/modules/linear_relu.py,unicode_literals nnq torch.nn.intrinsic torch 
torch/nn/intrinsic/quantized/__init__.py,unicode_literals LinearReLU ConvReLU2d 
torch/nn/intrinsic/__init__.py,ConvBn2d ConvBnReLU2d ConvReLU2d LinearReLU 
torch/nn/intrinsic/qat/modules/__init__.py,unicode_literals LinearReLU freeze_bn_stats 
torch/nn/intrinsic/qat/modules/linear_relu.py,unicode_literals nnqat torch.nn.intrinsic F 
torch/nn/intrinsic/qat/modules/conv_fused.py,unicode_literals torch nn torch.nn.intrinsic nnqat F init 
torch/nn/intrinsic/qat/__init__.py,unicode_literals LinearReLU ConvReLU2d ConvBn2d ConvBnReLU2d freeze_bn_stats 
torch/nn/qat/modules/__init__.py,Linear Conv2d 
torch/nn/qat/modules/conv.py,unicode_literals NNConv2d ConvReLU2d 
torch/nn/qat/modules/linear.py,unicode_literals nn F LinearReLU 
torch/nn/qat/__init__.py,unicode_literals * 
torch/nn/backends/thnn.py,
torch/nn/backends/__init__.py,
torch/nn/cpp.py,nn 
torch/nn/_reduction.py,warnings 
torch/tensor.py,sys torch _C resolve_ellipsis is_ellipsis OrderedDict hooks warnings weakref imap _add_docstr Number functools _six inspect Resize Resize 
torch/__future__.py,
torch/__config__.py,torch 
torch/csrc/autograd/profiler.cpp, torch/csrc/autograd/profiler.h   torch/csrc/jit/code_template.h   fstream   list   mutex   sstream   string   vector  
torch/csrc/autograd/function.h, torch/csrc/autograd/edge.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/anomaly_mode.h   torch/csrc/autograd/profiler.h   torch/csrc/autograd/saved_variable.h   torch/csrc/autograd/input_metadata.h   torch/csrc/autograd/variable.h   torch/csrc/utils/python_stub.h   torch/csrc/utils/variadic.h   ATen/core/EnableNamedTensor.h   ATen/ATen.h   c10/util/Exception.h   algorithm   cstdint   initializer_list   memory   string   utility   vector  
torch/csrc/autograd/python_variable_indexing.h, torch/csrc/python_headers.h  
torch/csrc/autograd/python_legacy_variable.cpp, torch/csrc/autograd/python_legacy_variable.h   ATen/ATen.h   torch/csrc/Exceptions.h   torch/csrc/autograd/python_function.h   torch/csrc/autograd/python_variable.h   torch/csrc/tensor/python_tensor.h   torch/csrc/jit/tracer.h  
torch/csrc/autograd/function_hook.h, vector   torch/csrc/WindowsTorchApiMacro.h  
torch/csrc/autograd/VariableTypeManual.cpp, c10/util/Optional.h   c10/core/ScalarType.h   torch/csrc/autograd/VariableTypeUtils.h   torch/csrc/utils/memory.h   torch/csrc/autograd/utils/error_messages.h  
torch/csrc/autograd/anomaly_mode.h, torch/csrc/WindowsTorchApiMacro.h  
torch/csrc/autograd/edge.h, cstdint   functional   memory   torch/csrc/utils/hash.h  
torch/csrc/autograd/init.cpp, torch/csrc/python_headers.h   torch/csrc/Exceptions.h   torch/csrc/utils/pybind.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/profiler.h   torch/csrc/autograd/python_function.h   torch/csrc/autograd/function.h  
torch/csrc/autograd/VariableTypeUtils.h, torch/csrc/autograd/generated/VariableType.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/function.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/grad_mode.h   torch/csrc/autograd/saved_variable.h   torch/csrc/autograd/generated/Functions.h   torch/csrc/autograd/functions/tensor.h   torch/csrc/autograd/functions/basic_ops.h   torch/csrc/jit/tracer.h   torch/csrc/jit/constants.h   torch/csrc/jit/ir.h   torch/csrc/utils/variadic.h   torch/csrc/autograd/functions/utils.h   array   cstddef   functional   initializer_list   memory   stdexcept   string   tuple   utility   vector  
torch/csrc/autograd/python_legacy_variable.h, torch/csrc/python_headers.h  
torch/csrc/autograd/saved_variable.cpp, torch/csrc/autograd/saved_variable.h   torch/csrc/autograd/edge.h   torch/csrc/autograd/function.h   torch/csrc/autograd/variable.h   torch/csrc/autograd/anomaly_mode.h   ATen/Tensor.h   cstdint   list   memory   sstream  
torch/csrc/autograd/python_autograd.h, torch/csrc/autograd/python_function.h   torch/csrc/autograd/python_variable.h   torch/csrc/autograd/python_engine.h  
torch/csrc/autograd/python_hook.cpp, torch/csrc/autograd/python_hook.h   sstream   torch/csrc/THP.h   torch/csrc/autograd/python_variable.h   torch/csrc/utils/auto_gil.h   torch/csrc/utils/object_ptr.h   torch/csrc/utils/python_strings.h   torch/csrc/Exceptions.h  
